Mot,Ligne,Colonne,Page,identifiant,
PRÉSIDENTE,4,1,professions_-_4,présidente@professions_-_4,
PHARMACIENNE,1,2,professions_-_4,pharmacienne@professions_-_4,
PRISONNIÈRE,2,2,professions_-_4,prisonnière@professions_-_4,
SOLDAT,3,2,professions_-_4,soldat@professions_-_4,
PHOTOGRAPHE,1,3,professions_-_4,photographe@professions_-_4,
JOURNALISTE,2,3,professions_-_4,journaliste@professions_-_4,
VÉTÉRINAIRE,3,3,professions_-_4,vétérinaire@professions_-_4,
PILOTE,1,4,professions_-_4,pilote@professions_-_4,
MARIN,2,4,professions_-_4,marin@professions_-_4,
ESPION,3,4,professions_-_4,espion@professions_-_4,
PLOMBIER,1,5,professions_-_4,plombier@professions_-_4,
VIDANGEUR,2,5,professions_-_4,vidangeur@professions_-_4,
ESPIONNE,3,5,professions_-_4,espionne@professions_-_4,
PLOMBIÈRE,1,6,professions_-_4,plombière@professions_-_4,
ÉBOUEUSE,2,6,professions_-_4,éboueuse@professions_-_4,
PRÉSENTATEUR,3,6,professions_-_4,présentateur@professions_-_4,
PRINCE,1,7,professions_-_4,prince@professions_-_4,
SCIENTIFIQUE,2,7,professions_-_4,scientifique@professions_-_4,
PRÉSENTATRICE,3,7,professions_-_4,présentatrice@professions_-_4,
PAGE PRÉCÉDENTE,4,7,professions_-_4,page_précédente@professions_-_4,
,,,page_précédente@professions_-_4,professions_-_3,
PRINCESSE ,1,8,professions_-_4,princesse@professions_-_4,
TRAVAILLEUR SOCIAL,2,8,professions_-_4,travailleur_social@professions_-_4,
PRÉSIDENT,3,8,professions_-_4,président@professions_-_4,
RETOUR,4,8,professions_-_4,retour@professions_-_4,
,,,retour@professions_-_4,professions,
JE,1,1,chanteurs_et_musiciens,je@chanteurs_et_musiciens,
TU,2,1,chanteurs_et_musiciens,tu@chanteurs_et_musiciens,
CHRIS MARTIN,3,1,chanteurs_et_musiciens,chris_martin@chanteurs_et_musiciens,
ONE DIRECTION,4,1,chanteurs_et_musiciens,one_direction@chanteurs_et_musiciens,
ÊTRE ,1,2,chanteurs_et_musiciens,être@chanteurs_et_musiciens,
CHANTER,2,2,chanteurs_et_musiciens,chanter@chanteurs_et_musiciens,
COLDPLAY,3,2,chanteurs_et_musiciens,coldplay@chanteurs_et_musiciens,
PAUL MACCARTNEY,4,2,chanteurs_et_musiciens,paul_maccartney@chanteurs_et_musiciens,
VOULOIR,1,3,chanteurs_et_musiciens,vouloir@chanteurs_et_musiciens,
JOUER,2,3,chanteurs_et_musiciens,jouer@chanteurs_et_musiciens,
ELVIS PRESLEY,3,3,chanteurs_et_musiciens,elvis_presley@chanteurs_et_musiciens,
TAYLOR SWIFT,4,3,chanteurs_et_musiciens,taylor_swift@chanteurs_et_musiciens,
AIMER,1,4,chanteurs_et_musiciens,aimer@chanteurs_et_musiciens,
ADÈLE,2,4,chanteurs_et_musiciens,adèle@chanteurs_et_musiciens,
GERI HALLIWELL,3,4,chanteurs_et_musiciens,geri_halliwell@chanteurs_et_musiciens,
THE BEATLES,4,4,chanteurs_et_musiciens,the_beatles@chanteurs_et_musiciens,
FAIRE,1,5,chanteurs_et_musiciens,faire@chanteurs_et_musiciens,
BEYONCE KNOWLES,2,5,chanteurs_et_musiciens,beyonce_nowles@chanteurs_et_musiciens,
JOHN LENNON,3,5,chanteurs_et_musiciens,john_lennon@chanteurs_et_musiciens,
USHER,4,5,chanteurs_et_musiciens,usher@chanteurs_et_musiciens,
AIMER,1,6,chanteurs_et_musiciens,aimer@chanteurs_et_musiciens,
BONO,2,6,chanteurs_et_musiciens,bono@chanteurs_et_musiciens,
JUSTIN BIEBER,3,6,chanteurs_et_musiciens,justin_bieber@chanteurs_et_musiciens,
QUI,1,7,chanteurs_et_musiciens,qui@chanteurs_et_musiciens,
PAS,2,7,chanteurs_et_musiciens,pas@chanteurs_et_musiciens,
KELLY CLARKSON,3,7,chanteurs_et_musiciens,kelly_clarkson@chanteurs_et_musiciens,
DÉTESTER,1,8,chanteurs_et_musiciens,détester@chanteurs_et_musiciens,
BRUNO MARS,2,8,chanteurs_et_musiciens,bruno_mars@chanteurs_et_musiciens,
MADONNA,3,8,chanteurs_et_musiciens,madonna@chanteurs_et_musiciens,
JE,1,1,athlètes,je@athlètes,
TU,2,1,athlètes,tu@athlètes,
ÊTRE,1,2,athlètes,être@athlètes,
JOUER,2,2,athlètes,jouer@athlètes,
VOULOIR,1,3,athlètes,vouloir@athlètes,
ALEXANDRE BILODEAU,2,3,athlètes,alexandre_bilodeau@athlètes,
AIMER,1,4,athlètes,aimer@athlètes,
ALEXANDRE DESPATIE,2,4,athlètes,alexandre_despatie@athlètes,
FAIRE,1,5,athlètes,faire@athlètes,
P.K. SUBBAN,2,5,athlètes,p.k_subban@athlètes,
AIMER,1,6,athlètes,aimer@athlètes,
QUI,1,7,athlètes,qui@athlètes,
PAS,2,7,athlètes,pas@athlètes,
DÉTESTER,1,8,athlètes,détester@athlètes,
JE,1,1,actualité,je@actualité,
TU,2,1,actualité,tu@actualité,
ÊTRE,1,2,actualité,être@actualité,
PARTI POLITIQUE CANADIEN,2,2,actualité,parti_politique_canadien@actualité,
VOULOIR,1,3,actualité,vouloir@actualité,
PREMIER MINISTRE,2,3,actualité,premier_ministre@actualité,
AIMER,1,4,actualité,aimer@actualité,
FAIRE,1,5,actualité,faire@actualité,
AIMER,1,6,actualité,aimer@actualité,
QUI,1,7,actualité,qui@actualité,
PAS,2,7,actualité,pas@actualité,
DÉTESTER,1,8,actualité,détester@actualité,
JE,1,1,personnages_historiques,je@personnages_historiques,
TU,2,1,personnages_historiques,tu@personnages_historiques,
ÊTRE,1,2,personnages_historiques,être@personnages_historiques,
CHRISTOPHE COLOMB,2,2,personnages_historiques,christophe_colomb@personnages_historiques,
VOULOIR,1,3,personnages_historiques,vouloir@personnages_historiques,
GANDHI,2,3,personnages_historiques,gandhi@personnages_historiques,
AIMER,1,4,personnages_historiques,aimer@personnages_historiques,
JACQUES CARTIER,2,4,personnages_historiques,jacques_cartier@personnages_historiques,
FAIRE,1,5,personnages_historiques,faire@personnages_historiques,
RENÉ LÉVESQUE,2,5,personnages_historiques,rené_lévesque@personnages_historiques,
AIMER,1,6,personnages_historiques,aimer@personnages_historiques,
QUI,1,7,personnages_historiques,qui@personnages_historiques,
PAS,2,7,personnages_historiques,pas@personnages_historiques,
DÉTESTER,1,8,personnages_historiques,détester@personnages_historiques,
JE,1,1,acteurs,je@acteurs,
TU,2,1,acteurs,tu@acteurs,
ÊTRE,1,2,acteurs,être@acteurs,
JOUER,2,2,acteurs,jouer@acteurs,
VOULOIR,1,3,acteurs,vouloir@acteurs,
HÉLÈNE BOURGOIS-LECLERC,2,3,acteurs,hélène_bourgois-leclerc@acteurs,
AIMER,1,4,acteurs,aimer@acteurs,
KARINE VANASSE,2,4,acteurs,karine_vanasse@acteurs,
FAIRE,1,5,acteurs,faire@acteurs,
RÉMY GIRARD,2,5,acteurs,rémy_girard@acteurs,
AIMER,1,6,acteurs,aimer@acteurs,
QUI ,1,7,acteurs,qui@acteurs,
PAS,2,7,acteurs,pas@acteurs,
DÉTESTER,1,8,acteurs,détester@acteurs,
JE,1,1,auteurs,je@auteurs,
TU,2,1,auteurs,tu@auteurs,
ÊTRE,1,2,auteurs,être@auteurs,
LIRE,2,2,auteurs,lire@auteurs,
VOULOIR,1,3,auteurs,vouloir@auteurs,
ÉCRIRE,2,3,auteurs,écrire@auteurs,
AIMER,1,4,auteurs,aimer@auteurs,
PAR,2,4,auteurs,par@auteurs,
FAIRE,1,5,auteurs,faire@auteurs,
AIMER,1,6,auteurs,aimer@auteurs,
QUI,1,7,auteurs,qui@auteurs,
PAS,2,7,auteurs,pas@auteurs,
DÉTESTER,1,8,auteurs,détester@auteurs,
JE,1,1,personnages,je@personnages,
TU,2,1,personnages,tu@personnages,
LICORNE,3,1,personnages,licorne@personnages,
ÊTRE,1,2,personnages,être@personnages,
DRAGON,2,2,personnages,dragon@personnages,
LUTIN,3,2,personnages,lutin@personnages,
VOULOIR,1,3,personnages,vouloir@personnages,
EXTRATERRESTRE,2,3,personnages,extraterrestre@personnages,
SORCIÈRE,3,3,personnages,sorcière@personnages,
AIMER,1,4,personnages,aimer@personnages,
FANTÔME,2,4,personnages,fantôme@personnages,
FAIRE,1,5,personnages,faire@personnages,
FÉE,2,5,personnages,fée@personnages,
AIMER,1,6,personnages,aimer@personnages,
GÉNIE,2,6,personnages,génie@personnages,
QUI,1,7,personnages,qui@personnages,
PAS,2,7,personnages,pas@personnages,
DÉTESTER,1,8,personnages,détester@personnages,
HÉROS,2,8,personnages,héros@personnages,
JE,1,1,choses,je@choses,
TU,2,1,choses,tu@choses,
VÊTEMENTS,3,1,choses,vêtements@choses,
,,,vêtements@choses,vêtements,
ORDINATEUR,4,1,choses,ordinateur@choses,
,,,ordinateur@choses,ordinateurs,
ÊTRE,1,2,choses,être@choses,
AFFAIRES,2,2,choses,affaires@choses,
PRODUITS HYGIÈNES,3,2,choses,produits_hygiènes@choses,
,,,produits_hygiènes@choses,produits_hygiènes,
ÉLECTRONIQUE,4,2,choses,électronique@choses,
,,,électronique@choses,électronique,
VOULOIR,1,3,choses,vouloir@choses,
PART,2,3,choses,part@choses,
MEUBLES,3,3,choses,meubles@choses,
,,,meubles@choses,meubles,
NATURE,4,3,choses,nature@choses,
,,,nature@choses,nature,
AIMER,1,4,choses,aimer@choses,
PIÈCE,2,4,choses,pièce@choses,
ANIMAUX,3,4,choses,animaux@choses,
,,,animaux@choses,animaux,
FAIRE,1,5,choses,faire@choses,
CHOSE,2,5,choses,chose@choses,
MATÉRIEL D’ART PLASTIQUE,3,5,choses,matériel_d’art_plastique@choses,
,,,matériel_d’art_plastique@choses,matériel_d’art_plastique,
QUELQUE CHOSE ,1,6,choses,quelque@chose@choses,
CORPS HUMAIN,2,6,choses,corps_humain@choses,
VÉHICULES,3,6,choses,véhicules@choses,
,,,véhicules@choses,véhicules,
RIEN,1,7,choses,rien@choses,
PAS,2,7,choses,pas@choses,
ÉVÉNEMENTS SPÉCIAUX,3,7,choses,événements_spéciaux@choses,
,,,événements_spéciaux@choses,événements_spéciaux,
ENCORE,1,8,choses,encore@choses,
C’EST FINI,2,8,choses,c’est_fini@choses,
NOURRITURE,3,8,choses,nourriture@choses,
,,,nourriture@choses,nourriture,
PLUS,4,8,choses,plus@choses,
,,,plus@choses,choses_-_2,
ADAPTATION,1,1,choses_-_2,adaptation@choses_-_2,
,,,adaptation@choses_-_2,adaptation,
MÉDICAL,2,1,choses_-_2,médical@choses_-_2,
,,,médical@choses_-_2,médical,
OUTILS,3,1,choses_-_2,outils@choses_-_2,
,,,outils@choses_-_2,outils,
ÉLECTRO-MÉNAGERS,1,2,choses_-_2,électro-ménagers@choses_-_2,
,,,électro-ménagers@choses_-_2,électro-ménagers,
ARGENT,2,2,choses_-_2,argent@choses_-_2,
,,,argent@choses_-_2,argent,
JOUETS,3,2,choses_-_2,jouets@choses_-_2,
,,,jouets@choses_-_2,jouets,
PRODUITS DE NETTOYAGE,1,3,choses_-_2,produits_de_nettoyage@choses_-_2,
,,,produits_de_nettoyage@choses_-_2,produits_de_nettoyage,
MUSIQUE,2,3,choses_-_2,musique@choses_-_2,
,,,musique@choses_-_2,musique,
CHOSE DE PRINTEMPS,3,3,choses_-_2,choses_de_printemps@choses_-_2,
,,,choses_de_printemps@choses_-_2,choses_de_printemps,
FILMS,1,4,choses_-_2,films@choses_-_2,
,,,films@choses_-_2,films,
PARTIS D’IMMEUBLES,2,4,choses_-_2,partis_d’immeubles@choses_-_2,
,,,partis_d’immeubles@choses_-_2,partis_d’immeubles,
CHOSES D’ÉTÉ,3,4,choses_-_2,choses_d’été@choses_-_2,
,,,choses_d’été@choses_-_2,choses_d’été,
JEUX DE SOCIÉTÉ,1,5,choses_-_2,jeux_de_société@choses_-_2,
,,,jeux_de_société@choses_-_2,jeux_de_société,
LECTURE,2,5,choses_-_2,lecture@choses_-_2,
,,,lecture@choses_-_2,lecture,
CHOSES D’AUTOMNE,3,5,choses_-_2,choses_d’automne@choses_-_2,
,,,choses_d’automne@choses_-_2,choses_d’automne ,
CHOSES DE VACANCES,1,6,choses_-_2,choses_de_vacances@choses_-_2,
,,,choses_de_vacances@choses_-_2,choses_de_vacances,
FOURNITURES DE BUREAU,2,6,choses_-_2,fournitures_de_bureau@choses_-_2,
,,,fournitures_de_bureau@choses_-_2,fournitures_de_bureau,
CHOSES D’HIVER,3,6,choses_-_2,choses_d’hiver@choses_-_2,
,,,choses_d’hiver@choses_-_2,choses_d’hiver,
DANS LA MAISON,1,7,choses_-_2,dans_la_maison@choses_-_2,
,,,dans_la_maison@choses_-_2,dans_la_maison,
SPORTS,2,7,choses_-_2,sports@choses_-_2,
,,,sports@choses_-_2,sports,
LOISIRS,1,8,choses_-_2,loisirs@choses_-_2,
,,,loisirs@choses_-_2,loisirs,
PENSÉE,2,8,choses_-_2,pensée@choses_-_2,
,,,pensée@choses_-_2,pensée,
RETOUR,4,8,choses_-_2,retour@choses_-_2,
,,,retour@choses_-_2,choses,
JE,1,1,vêtements,je@vêtements,
TU,2,1,vêtements,tu@vêtements,
BOTTES,3,1,vêtements,bottes@vêtements,
MAILLOT DE BAIN,4,1,vêtements,maillot_de_bain@vêtements,
ÊTRE,1,2,vêtements,être@vêtements,
PORTER,2,2,vêtements,porter@vêtements,
CHANDAIL CHAUD,3,2,vêtements,chandail_chaud@vêtements,
MANTEAU,4,2,vêtements,manteau@vêtements,
VOULOIR,1,3,vêtements,vouloir@vêtements,
REMONTER LA FERMETURE ÉCLAIR,2,3,vêtements,remonter_la_fermeture_éclair@vêtements,
CHEMISE,3,3,vêtements,chemise@vêtements,
MITAINES,4,3,vêtements,mitaines@vêtements,
AIMER,1,4,vêtements,aimer@vêtements,
COULEURS,2,4,vêtements,couleurs@vêtements,
,,,couleurs@vêtements,couleurs,
IMPERMÉABLE,3,4,vêtements,imperméable@vêtements,
PANTALON,4,4,vêtements,pantalon@vêtements,
FAIRE,1,5,vêtements,faire@vêtements,
VÊTEMENTS,2,5,vêtements,vêtements@vêtements,
JAQUETTE,3,5,vêtements,jaquette@vêtements,
PANTOUFLES,4,5,vêtements,pantoufles@vêtements,
BOUTONNER,1,6,vêtements,boutonner@vêtements,
BAS,2,6,vêtements,bas@vêtements,
JEAN,3,6,vêtements,jean@vêtements,
PYJAMA,4,6,vêtements,pyjama@vêtements,
HABILLER,1,7,vêtements,habiller@vêtements,
PAS,2,7,vêtements,pas@vêtements,
JUPE,3,7,vêtements,jupe@vêtements,
ROBE,4,7,vêtements,robe@vêtements,
ENCORE,1,8,vêtements,encore@vêtements,
C’EST FINI,2,8,vêtements,c’est_fini@vêtements,
KANGOUROU,3,8,vêtements,kangourou@vêtements,
PAGE SUIVANTE ,4,8,vêtements,page_suivante@vêtements,
,,,page_suivante@vêtements,vêtements_-_2,
SOULIERS ,1,1,vêtements_-_2,souliers@vêtements_-_2,
SOUS-VÊTEMENT,1,2,vêtements_-_2,sous-vêtement@vêtements_-_2,
TUQUE,1,3,vêtements_-_2,tuque@vêtements_-_2,
PAGE PRÉCÉDENTE,4,7,vêtements_-_2,page_précédente@vêtements_-_2,
,,,page_précédente@vêtements_-_2,vêtements,
PLUS,4,8,vêtements_-_2,plus@vêtements_-_2,
,,,plus@vêtements_-_2,vêtements_-_3,
CHANGER,1,1,vêtements_-_3,changer@vêtements_-_3,
BRASSIÈRE,2,1,vêtements_-_3,brassière@vêtements_-_3,
PANTALON DE SPORT,3,1,vêtements_-_3,pantalon_de_sport@vêtements_-_3,
DÉBOUTONNER,1,2,vêtements_-_3,déboutonner@vêtements_-_3,
CASQUETTE,2,2,vêtements_-_3,casquette@vêtements_-_3,
PANTALONS DE NEIGE,3,2,vêtements_-_3,pantalons_de_neige@vêtements_-_3,
OUVRIR,1,3,vêtements_-_3,ouvrir@vêtements_-_3,
CEINTURE,2,3,vêtements_-_3,ceinture@vêtements_-_3,
PARAPLUIE,3,3,vêtements_-_3,parapluie@vêtements_-_3,
ACCESSOIRES,1,4,vêtements_-_3,accessoires@vêtements_-_3,
,,,accessoires@vêtements_-_3,accessoires,
CHANDAIL À MANCHES,2,4,vêtements_-_3,chandail_à_manches@vêtements_-_3,
SHORT,3,4,vêtements_-_3,short@vêtements_-_3,
CHAUSSURES,1,5,vêtements_-_3,chaussures@vêtements_-_3,
,,,chaussures@vêtements_-_3,chaussures,
DÉGUISEMENT,2,5,vêtements_-_3,déguisement@vêtements_-_3,
TABLIER,3,5,vêtements_-_3,tablier@vêtements_-_3,
BANDEAU,1,6,vêtements_-_3,bandeau@vêtements_-_3,
FERMETURE ÉCLAIR,2,6,vêtements_-_3,fermeture_éclair@vêtements_-_3,
TEE-SHIRT,3,6,vêtements_-_3,tee-shirt@vêtements_-_3,
BLOUSE ,1,7,vêtements_-_3,blouse@vêtements_-_3,
GANTS,2,7,vêtements_-_3,gants@vêtements_-_3,
BOUTON,1,8,vêtements_-_3,bouton@vêtements_-_3,
GOUGOUNES,2,8,vêtements_-_3,gougounes@vêtements_-_3,
RETOUR,4,8,vêtements_-_3,retour@vêtements_-_3,
,,,retour@vêtements_-_3,vêtements,
JE,1,1,accessoires,je@accessoires,
TU,2,1,accessoires,tu@accessoires,
FOULARD,3,1,accessoires,foulard@accessoires,
ÊTRE,1,2,accessoires,être@accessoires,
BOUCLE D’OREILLE,2,2,accessoires,boucle_d’oreille@accessoires,
LUNETTES,3,2,accessoires,lunettes@accessoires,
VOULOIR,1,3,accessoires,vouloir@accessoires,
BRACELET,2,3,accessoires,bracelet@accessoires,
LUNETTES DE SOLEIL,3,3,accessoires,lunettes_de_soleil@accessoires,
AIMER,1,4,accessoires,aimer@accessoires,
CEINTURE,2,4,accessoires,ceinture@accessoires,
MONTRE,3,4,accessoires,montre@accessoires,
FAIRE,1,5,accessoires,faire@accessoires,
COLLIER,2,5,accessoires,collier@accessoires,
PORTEFEUILLE,3,5,accessoires,portefeuille@accessoires,
BAGUE,1,6,accessoires,bague@accessoires,
ÉLASTIQUE À CHEVEUX,2,6,accessoires,élastique_à_cheveux@accessoires,
SAC À DOS,3,6,accessoires,sac_à_dos@accessoires,
BARRETTE,1,7,accessoires,barrette@accessoires,
PAS,2,7,accessoires,pas@accessoires,
SACOCHE,3,7,accessoires,sacoche@accessoires,
ENCORE,1,8,accessoires,encore@accessoires,
C’EST FINI,2,8,accessoires,c’est_fini@accessoires,
PLUS,4,8,accessoires,plus@accessoires,
,,,plus@accessoires,accessoires_-_2,
BIJOUX,1,1,accessoires_-_2,bijoux@accessoires_-_2,
BRETELLES,1,2,accessoires_-_2,bretelles@accessoires_-_2,
CACHE-OREILLES,1,3,accessoires_-_2,cache-oreilles@accessoires_-_2,
CASQUETTE,1,4,accessoires_-_2,casquette@accessoires_-_2,
CRAVATE,1,5,accessoires_-_2,cravate@accessoires_-_2,
SAC À BANDOULIÈRE,1,6,accessoires_-_2,sac_à_bandoulière@accessoires_-_2,
TUQUE,1,7,accessoires_-_2,tuque@accessoires_-_2,
RETOUR,4,8,accessoires_-_2,retour@accessoires_-_2,
,,,retour@accessoires_-_2,accessoires,
JE,1,1,chaussures,je@chaussures,
TU,2,1,chaussures,tu@chaussures,
SOULIERS,3,1,chaussures,souliers@chaussures,
ÊTRE,1,2,chaussures,être@chaussures,
BOTTES,2,2,chaussures,bottes@chaussures,
SOULIERS DE COUSE,3,2,chaussures,souliers_de_couse@chaussures,
VOULOIR,1,3,chaussures,vouloir@chaussures,
BOTTES D’HIVER,2,3,chaussures,bottes_d’hiver@chaussures,
AIMER,1,4,chaussures,aimer@chaussures,
BOTTES DE PLUIE,2,4,chaussures,bottes_de_pluie@chaussures,
FAIRE,1,5,chaussures,faire@chaussures,
GOUGOUNES,2,5,chaussures,gougounes@chaussures,
ATTACHER,1,6,chaussures,attacher@chaussures,
PANTOUFLES,2,6,chaussures,pantoufles@chaussures,
DÉFAIRE,1,7,chaussures,défaire@chaussures,
PAS,2,7,chaussures,pas@chaussures,
ENCORE,1,8,chaussures,encore@chaussures,
C’EST FINI,2,8,chaussures,c’est_fini@chaussures,
PLUS,4,8,chaussures,plus@chaussures,
,,,plus@chaussures,chaussures_-_2,
BOTTES DE TRAVAIL ,1,1,chaussures_-_2,bottes_de_travail@chaussures_-_2,
CHAUSSURES EN CUIR,1,2,chaussures_-_2,chaussures_en_cuir@chaussures_-_2,
NIKE,1,3,chaussures_-_2,nike@chaussures_-_2,
PATINS À GLACE,1,4,chaussures_-_2,patins_à_glace@chaussures_-_2,
TALONS HAUTS,1,5,chaussures_-_2,talons_hauts@chaussures_-_2,
RETOUR,4,6,chaussures_-_2,retour@chaussures_-_2,
,,,retour@chaussures_-_2,chaussures,
JE,1,1,ordinateurs,je@ordinateurs,
TU ,2,1,ordinateurs,tu@ordinateurs,
E-MAIL,3,1,ordinateurs,e-mail@ordinateurs,
ÊTRE,1,2,ordinateurs,être@ordinateurs,
BRANCHER,2,2,ordinateurs,brancher@ordinateurs,
FACEBOOK,3,2,ordinateurs,facebook@ordinateurs,
VOULOIR,1,3,ordinateurs,vouloir@ordinateurs,
CLIQUER,2,3,ordinateurs,cliquer@ordinateurs,
GOOGLE,3,3,ordinateurs,google@ordinateurs,
AIMER,1,4,ordinateurs,aimer@ordinateurs,
DÉBRANCHER,2,4,ordinateurs,débrancher@ordinateurs,
INTERNET,3,4,ordinateurs,internet@ordinateurs,
FAIRE,1,5,ordinateurs,faire@ordinateurs,
ENVOYER,2,5,ordinateurs,envoyer@ordinateurs,
JEU VIDÉO,3,5,ordinateurs,jeu_vidéo@ordinateurs,
À MOI,1,6,ordinateurs,à_moi@ordinateurs,
TAPER,2,6,ordinateurs,taper@ordinateurs,
ORDINATEUR,3,6,ordinateurs,ordinateur@ordinateurs,
À TOI,1,7,ordinateurs,à_toi@ordinateurs,
PAS,2,7,ordinateurs,pas@ordinateurs,
YOUTUBE,3,7,ordinateurs,youtube@ordinateurs,
ENCORE,1,8,ordinateurs,encore@ordinateurs,
C’EST FINI,2,8,ordinateurs,c’est_fini@ordinateurs,
PLUS,4,8,ordinateurs,plus@ordinateurs,
,,,plus@ordinateurs,ordinateurs_-_2,
CHATTER,1,1,ordinateurs_-_2,chatter@ordinateurs_-_2,
FIL,2,1,ordinateurs_-_2,fil@ordinateurs_-_2,
POWER BAR,3,1,ordinateurs_-_2,power@bar@ordinateurs_-_2,
TÉLÉCHARGER,1,2,ordinateurs_-_2,télécharger@ordinateurs_-_2,
HAUT-PARLEURS,2,2,ordinateurs_-_2,haut-parleurs@ordinateurs_-_2,
SCANNER,3,2,ordinateurs_-_2,scanner@ordinateurs_-_2,
APPLI,1,3,ordinateurs_-_2,appli@ordinateurs_-_2,
IMPRIMANTE,2,3,ordinateurs_-_2,imprimante@ordinateurs_-_2,
SITE WEB,3,3,ordinateurs_-_2,site_web@ordinateurs_-_2,
CÂBLE,1,4,ordinateurs_-_2,câble@ordinateurs_-_2,
ITUNES,2,4,ordinateurs_-_2,itunes@ordinateurs_-_2,
SKYPE,3,4,ordinateurs_-_2,skype@ordinateurs_-_2,
CLAVIER,1,5,ordinateurs_-_2,clavier@ordinateurs_-_2,
LOGICIEL,2,5,ordinateurs_-_2,logiciel@ordinateurs_-_2,
SOURIS D’ORDINATEUR,3,5,ordinateurs_-_2,souris_d’ordinateur@ordinateurs_-_2,
DOSSIER,1,6,ordinateurs_-_2,dossier@ordinateurs_-_2,
MOT DE PASSE,2,6,ordinateurs_-_2,mot_de_passe@ordinateurs_-_2,
TABLEAU NUMÉRIQUE INTERACTIF,3,6,ordinateurs_-_2,tableau_numérique_interactif@ordinateurs_-_2,
ÉCOUTEURS,1,7,ordinateurs_-_2,écouteurs@ordinateurs_-_2,
NOM D’UTILISATEUR,2,7,ordinateurs_-_2,nom_d’utilisateur@ordinateurs_-_2,
TWITTER,3,7,ordinateurs_-_2,twitter@ordinateurs_-_2,
FICHIER,1,8,ordinateurs_-_2,fichier@ordinateurs_-_2,
ORDINATEUR PORTABLE ,2,8,ordinateurs_-_2,ordinateur_portable@ordinateurs_-_2,
WIFI,3,8,ordinateurs_-_2,wifi@ordinateurs_-_2,
RETOUR,4,8,ordinateurs_-_2,retour@ordinateurs_-_2,
,,,retour@ordinateurs_-_2,ordinateurs,
JE,1,1,électronique,je@électronique,
TU,2,1,électronique,tu@électronique,
GAME BOY,3,1,électronique,game_boy@électronique,
TABLETTE,4,1,électronique,tablette@électronique,
ÊTRE,1,2,électronique,être@électronique,
APPAREIL PHOTO NUMÉRIQUE,2,2,électronique,appareil_photo_numérique@électronique,
LECTEUR DE MP3,3,2,électronique,lecteur_de_mp3@électronique,
TÉLÉ,4,2,électronique,télé@électronique,
VOULOIR,1,3,électronique,vouloir@électronique,
CASQUE,2,3,électronique,casque@électronique,
NINTENDO DS,3,3,électronique,nintendo_ds@électronique,
TÉLÉCOMMANDE,4,3,électronique,télécommande@électronique,
AIMER,1,4,électronique,aimer@électronique,
LECTEUR CD,2,4,électronique,lecteur_cd@électronique,
NINTENDO WII,3,4,électronique,nintendo_wii@électronique,
MANETTE,4,4,électronique,manette@électronique,
FAIRE,1,5,électronique,faire@électronique,
CELLULAIRE,2,5,électronique,cellulaire@électronique,
ORDINATEUR,3,5,électronique,ordinateur@électronique,
TÉLÉPHONE SANS FIL,4,5,électronique,téléphone_sans_fil@électronique,
BRANCHER,1,6,électronique,brancher@électronique,
